0.89	0.14
0.96	0.11
1.02	0.09
0.88	0.02
0.75	0.09
0.99	0.15
0.89	0.02
1	0.09
0.84	0.1
1.03	0.24
0.83	0.04
0.88	0.03
0.85	0.01
0.87	0.02
0.84	0.01
0.89	0.08
0.85	0.01
0.97	0.13
0.91	0.08
1.05	0.06
1.01	0.16
0.91	0.1
0.88	0.03
1.03	0.11
0.92	0.05
1.06	0.14
0.95	0.1
1.16	0.07
0.96	0.08
1.03	0.11
0.96	0.08
0.88	0.02
0.97	0.18
0.99	0.08
1.21	0.1
0.91	0.07
1.01	0.12
0.88	0.14
1.1	0.12
0.88	0.05
0.96	0.09
1.47	0.09
0.99	0.08
0.9	0.1
0.88	0.02
0.51	0.07
1.02	0.08
0.81	0.07
0.82	0.19
1	0.12
0.98	0.14
0.93	0.08
0.91	0.08
1.16	0.07
0.86	0.02
1.03	0.08
0.9	0.09
1.02	0.11
0.97	0.09
0.99	0.06
0.91	0.06
0.86	0.06
1.11	0.13
0.97	0.11
0.91	0.06
0.97	0.03
0.9	0.14
0.91	0.08
0.84	0.04
0.91	0.05
0.98	0.13
0.87	0.15
0.85	0.14
0.97	0.11
0.89	0.05
0.9	0.06
0.88	0.02
0.98	0.13
0.85	0.01
0.96	0.07
0.95	0.1
0.86	0.07
0.89	0.05
0.95	0.06
0.51	0.07
0.95	0.06
0.96	0.09
0.92	0.19
0.97	0.08
1.04	0.16
0.95	0.08
1.11	0.12
1.01	0.12
0.94	0.14
0.89	0.08
0.97	0.03
0.99	0.08
0.98	0.09
0.93	0.04
0.95	0.12
1.02	0.06
1.02	0.13
0.65	0.12
0.51	0.16
0.98	0.08
0.97	0.04
0.87	0.02
0.99	0.05
0.89	0.05
1.03	0.08
1.01	0.1
1.01	0.06
0.99	0.08
1.09	0.08
0.93	0.04
0.73	0.02
0.88	0.08
0.93	0.06
0.98	0.1
0.95	0.1
0.97	0.04
0.93	0.03
1.01	0.07
1.04	0.07
0.88	0.1
0.89	0.07
0.75	0.11
0.72	0.16
0.81	0.05
0.9	0.07
0.91	0.06
0.89	0.08
1.01	0.08
0.93	0.04
1.01	0.11
0.99	0.09
0.94	0.52
1.06	0.16
0.79	0.05
0.81	0.05
0.99	0.04
0.75	0.13
0.97	0.11
0.91	0.02
0.85	0.11
0.86	0.08
0.91	0.02
0.94	0.02
0.9	0.08
0.87	0.02
1.01	0.05
0.93	0.11
1.05	0.12
1.04	0.15
0.65	0.15
1.31	0.11
0.99	0.08
0.96	0.1
1.01	0.08
1	0.11
0.6	0.09
0.89	0.07
0.87	0.08
0.9	0.49
0.87	0.03
0.1	1
0.98	0.1
0.86	0.06
1	0.12
0.79	0.05
0.88	0.09
0.76	0.1
0.97	0.11
0.77	0.08
0.95	0.06
0.92	0.62
0.91	0.02
0.9	0.05
0.93	0.07
0.89	0.09
0.92	0.12
1	0.09
0.9	0.1
0.008067498	1
0.85	0.09
0.94	0.13
0.96	0.17
0.89	0.08
0.98	0.08
1.02	0.05
0.91	0.02
0.82	0.19
0.93	0.08
0.99	0.17
0.96	0.1
0.81	0.05
0.88	0.14
0.79	0.06
0.85	0.03
0.88	0.02
0.94	0.11
0.89	0.12
0.93	0.12
0.004093363	1
1.08	0.13
0.96	0.05
0.9	0.02
0.88	0.09
0.99	0.09
1	0.17
0.98	0.06
0.84	0.14
0.85	0.19
0.98	0.03
1	0.08
0.88	0.02
0.92	0.21
0.8	0.08
0.91	0.47
0.89	0.08
1.02	0.05
0.87	0.14
0.93	0.07
0.9	0.02
1	0.11
1.61	0.09
1.01	0.05
0.91	0.1
1.1	0.2
0.07	1
0.79	0.17
0.91	0.17
1.01	0.08
0.97	0.03
0.91	0.11
0.89	0.08
0.98	0.07
0.93	0.11
0.95	0.01
0.82	0.07
0.93	0.05
0.95	0.07
0.89	0.02
0.86	0.01
0.99	0.14
0.89	0.04
0.94	0.09
0.96	0.1
0.94	0.11
1.02	0.11
0.83	0.05
0.89	0.02
0.97	0.18
1	0.08
0.95	0.09
1.02	0.06
0.89	0.02
0.92	0.02
0.95	0.01
0.81	0.01
0.84	0.05
0.94	0.17
0.85	0.02
0.97	0.13
0.89	0.02
1.01	0.07
0.86	0.03
0.88	0.05
0.94	0.05
1.01	0.16
0.94	0.09
0.9	0.02
0.91	0.18
0.94	0.15
0.82	0.07
0.89	0.08
0.94	0.09
0.97	0.12
0.89	0.01
0.98	0.09
0.89	0.03
0.89	0.1
1.04	0.07
1	0.08
0.78	0.05
0.89	0.01
0.89	0.04
0.95	0.09
0.86	0.01
1	0.13
0.78	0.05
1.02	0.14
0.8	0.08
0.88	0.02
0.97	0.13
0.95	0.08
0.99	0.19
0.94	0.07
0.93	0.04
0.99	0.05
1	0.13
0.98	0.08
0.82	0.12
0.82	0.05
0.98	0.04
0.98	0.21
0.88	0.02
1.02	0.12
0.96	0.09
0.91	0.18
0.94	0.09
0.9	0.03
0.85	0.07
0.84	0.02
0.89	0.06
0.004339748	0.65
0.93	0.16
0.87	0.1
0.93	0.05
0.97	0.13
0.85	0.02
0.79	0.05
0.95	0.14
0.8	0.01
0.84	0.1
0.77	0.08
0.18	1
0.86	0.08
0.97	0.13
0.86	0.11
0.85	0.53
1.03	0.09
0.93	0.04
0.67	0.12
0.89	0.05
0.95	0.11
0.86	0.12
0.9	0.06
0.79	0.18
0.79	0.08
0.96	0.1
0.81	0.04
0.05	1
1	0.09
0.91	0.11
0.89	0.14
0.89	0.09
0.96	0.09
0.69	0.07
0.94	0.15
1.03	0.1
0.78	0.13
0.99	0.11
1.09	1
0.99	0.05
0.76	0.01
1.34	0.11
0.8	0.12
0.97	0.14
1.03	0.16
0.93	0.08
1.02	0.06
0.91	0.05
1.01	0.07
0.77	0.09
0.78	0.13
1.01	0.09
0.81	0.11
1	0.09
1.03	0.12
0.92	0.13
0.96	0.12
0.97	0.1
0.96	0.12
0.93	0.05
0.93	0.06
0.98	0.06
