338	441.697293	2	7.526161e-18
347	425.702378	2	2.486622e-23
354	439.216708	2	6.955029e-15
924	403.716343	2	2.577175e-09
1001	425.702378	2	5.18738e-12
1012	455.208368	2	3.055701e-18
1046	417.704918	2	6.631487e-11
1095	439.216708	2	1.69657e-08
1100	425.702378	2	1.174938e-22
1118	410.213968	2	7.666438e-13
1122	496.748373	2	1.126333e-11
1142	408.714133	2	3.293429e-13
1148	458.727773	2	6.064221e-14
1149	454.710738	2	8.103683e-08
1152	403.689268	2	3.829004e-09
1155	402.216513	2	2.590659e-11
1157	418.211423	2	1.989711e-12
1177	451.164253	2	3.94448e-15
1188	419.684188	2	7.161085e-17
1190	440.215658	2	1.638907e-12
1193	439.216708	2	5.044062e-06
1194	438.227078	2	4.555677e-10
1196	425.702378	2	1.09501e-19
1203	490.211098	2	1.274435e-17
1210	471.699208	2	1.248795e-13
1213	467.727438	2	2.844394e-12
1216	496.748373	2	2.319796e-12
1222	423.209208	2	6.567037e-07
1223	492.704493	2	5.253932e-08
1227	405.685043	2	2.257628e-10
1234	495.746168	2	2.891162e-17
1238	590.748578	2	1.287555e-18
1239	530.256898	2	5.676004e-26
1242	455.208368	2	1.052502e-21
1243	481.730513	2	2.108311e-08
1245	458.727773	2	1.455384e-15
1246	1051.944483	2	6.708575e-21
1247	527.220618	2	1.187822e-14
1248	408.714133	2	1.294076e-13
1250	403.716343	2	5.897967e-12
1253	417.704918	2	2.907389e-10
1255	541.741068	2	1.788414e-23
1259	480.740878	2	8.106749e-09
1265	551.765433	2	1.786e-17
1266	487.730508	2	7.068133e-13
1270	433.699833	2	1.057334e-12
1279	514.238173	2	5.214469e-21
1280	478.227603	2	3.249149e-07
1282	401.718883	2	1.251397e-10
1287	412.698483	2	1.180259e-09
1289	440.215658	2	9.100324e-15
1290	641.272413	2	1.050245e-41
1294	456.706508	2	2.597187e-10
1298	509.264188	2	1.899932e-19
1300	424.709053	2	1.530638e-12
1304	566.273068	2	3.485227e-12
1313	467.745638	2	1.114994e-09
1315	491.747323	2	3.026231e-10
1323	476.222523	2	6.006322e-16
1325	431.197803	2	8.00574e-13
1329	601.749628	2	5.127599e-07
1330	556.720978	2	7.097973e-15
1332	525.762348	2	3.178496e-10
1334	467.745638	2	4.625557e-16
1336	507.709778	2	8.190482e-18
1338	529.249063	2	1.847716e-08
1340	496.735798	2	4.097099e-13
1342	409.716343	2	8.897318e-15
1349	523.249068	2	4.749089e-14
1353	462.724698	2	1.622356e-14
1358	408.714133	2	1.930005e-15
1359	459.748178	2	8.18115e-14
1363	466.737808	2	1.797503e-06
1366	527.727118	2	1.056155e-18
1369	417.713798	2	1.425662e-09
1370	404.186898	2	1.530473e-05
1375	480.753453	2	3.368217e-10
1384	488.750913	2	3.709665e-13
1397	591.264398	2	4.036063e-16
1399	551.765433	2	1.299462e-14
1401	568.256038	2	1.407127e-18
1404	514.256358	2	4.568251e-08
1405	560.258583	2	4.093448e-09
1411	419.688113	2	5.165389e-12
1413	402.216513	2	1.336474e-09
1427	509.761813	2	2.370781e-19
1429	532.737478	2	5.091185e-14
1435	424.709053	2	8.554748e-12
1446	511.221998	2	1.327365e-14
